genome.acc	system	system.number	seqid	system.subtype	genome	domain	phylum	class	order	family	genus	species
GCA_018260675.1	PDC-S01	13	JAGTWQ010000034.1	PDC-S01	GCA_018260675	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260675.1	PDC-S01	15	JAGTWQ010000042.1	PDC-S01	GCA_018260675	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260675.1	PDC-S01	19	JAGTWQ010000078.1	PDC-S01	GCA_018260675	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260675.1	PDC-S01	9	JAGTWQ010000020.1	PDC-S01	GCA_018260675	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260675.1	PDC-S05	18	JAGTWQ010000061.1	PDC-S05	GCA_018260675	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260675.1	PDC-S13	14	JAGTWQ010000039.1	PDC-S13	GCA_018260675	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260675.1	PDC-S27	6	JAGTWQ010000017.1	PDC-S27	GCA_018260675	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260675.1	RM	12	JAGTWQ010000032.1	RM_type_II	GCA_018260675	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260675.1	RM	8	JAGTWQ010000018.1	RM_type_II	GCA_018260675	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260675.1	cas	17	JAGTWQ010000046.1	cas_type_I-B1	GCA_018260675	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260675.1	ietAS	2	JAGTWQ010000003.1	ietAS	GCA_018260675	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260695.1	AbiE	16	JAGTWR010000022.1	AbiE	GCA_018260695	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260695.1	PDC-S01	1	JAGTWR010000001.1	PDC-S01	GCA_018260695	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260695.1	PDC-S01	13	JAGTWR010000016.1	PDC-S01	GCA_018260695	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260695.1	PDC-S01	17	JAGTWR010000025.1	PDC-S01	GCA_018260695	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260695.1	PDC-S01	2	JAGTWR010000002.1	PDC-S01	GCA_018260695	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260695.1	PDC-S01	3	JAGTWR010000003.1	PDC-S01	GCA_018260695	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260695.1	PDC-S04	21	JAGTWR010000050.1	PDC-S04	GCA_018260695	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260695.1	PDC-S05	22	JAGTWR010000058.1	PDC-S05	GCA_018260695	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260695.1	PDC-S27	12	JAGTWR010000014.1	PDC-S27	GCA_018260695	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260695.1	PDC-S27	20	JAGTWR010000034.1	PDC-S27	GCA_018260695	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260695.1	PDC-S27	6	JAGTWR010000005.1	PDC-S27	GCA_018260695	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260695.1	RM	18	JAGTWR010000031.1	RM_type_II	GCA_018260695	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260695.1	RM	9	JAGTWR010000012.1	RM_type_II	GCA_018260695	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260695.1	cas	10	JAGTWR010000012.1	cas_type_I-B1	GCA_018260695	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260695.1	ietAS	4	JAGTWR010000003.1	ietAS	GCA_018260695	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260755.1	AbiE	13	JAGTWP010000022.1	AbiE	GCA_018260755	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260755.1	PDC-S01	14	JAGTWP010000025.1	PDC-S01	GCA_018260755	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260755.1	PDC-S01	17	JAGTWP010000041.1	PDC-S01	GCA_018260755	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260755.1	PDC-S01	19	JAGTWP010000072.1	PDC-S01	GCA_018260755	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260755.1	PDC-S01	3	JAGTWP010000003.1	PDC-S01	GCA_018260755	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260755.1	PDC-S01	4	JAGTWP010000005.1	PDC-S01	GCA_018260755	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260755.1	PDC-S01	5	JAGTWP010000006.1	PDC-S01	GCA_018260755	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260755.1	PDC-S02	6	JAGTWP010000010.1	PDC-S02	GCA_018260755	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260755.1	PDC-S04	12	JAGTWP010000017.1	PDC-S04	GCA_018260755	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260755.1	PDC-S13	16	JAGTWP010000039.1	PDC-S13	GCA_018260755	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260755.1	RM	10	JAGTWP010000011.1	RM_type_II	GCA_018260755	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260755.1	RM	15	JAGTWP010000033.1	RM_type_II	GCA_018260755	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260755.1	cas	11	JAGTWP010000011.1	cas_type_I-B1	GCA_018260755	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260755.1	ietAS	2	JAGTWP010000002.1	ietAS	GCA_018260755	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755
GCA_018260835.1	AbiE	22	JAGWDR010000054.1	AbiE	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	AbiE	8	JAGWDR010000013.1	AbiE	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	AbiU	30	JAGWDR010000089.1	AbiU	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	HEC-01	1	JAGWDR010000003.1	HEC-01	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	HEC-06	37	JAGWDR010000164.1	HEC-06	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	PDC-M19	17	JAGWDR010000035.1	PDC-M19	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	PDC-S01	15	JAGWDR010000026.1	PDC-S01	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	PDC-S01	18	JAGWDR010000036.1	PDC-S01	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	PDC-S01	24	JAGWDR010000071.1	PDC-S01	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	PDC-S01	45	JAGWDR010000235.1	PDC-S01	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	PDC-S01	5	JAGWDR010000009.1	PDC-S01	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	PDC-S02	11	JAGWDR010000014.1	PDC-S02	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	PDC-S02	14	JAGWDR010000025.1	PDC-S02	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	PDC-S02	20	JAGWDR010000040.1	PDC-S02	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	PDC-S02	25	JAGWDR010000073.1	PDC-S02	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	PDC-S02	44	JAGWDR010000232.1	PDC-S02	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	PDC-S05	41	JAGWDR010000184.1	PDC-S05	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	PDC-S05	46	JAGWDR010000242.1	PDC-S05	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	PDC-S09	23	JAGWDR010000062.1	PDC-S09	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	PDC-S13	26	JAGWDR010000074.1	PDC-S13	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	PDC-S13	4	JAGWDR010000007.1	PDC-S13	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	PDC-S13	42	JAGWDR010000198.1	PDC-S13	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	PDC-S13	6	JAGWDR010000010.1	PDC-S13	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	PDC-S27	32	JAGWDR010000093.1	PDC-S27	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	PDC-S70	35	JAGWDR010000145.1	PDC-S70	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	Paris	40	JAGWDR010000174.1	Paris	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	PsyrTA	21	JAGWDR010000052.1	PsyrTA	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	RM	28	JAGWDR010000077.1	RM_type_II	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	RM	34	JAGWDR010000138.1	RM_type_II	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	RM	39	JAGWDR010000167.1	RM_type_IIG	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	RM	43	JAGWDR010000206.1	RM_type_II	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	ShosTA	16	JAGWDR010000030.1	ShosTA	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	SoFic	31	JAGWDR010000089.1	SoFic	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	cas	10	JAGWDR010000013.1	cas_type_other	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	cas	2	JAGWDR010000004.1	cas_type_III-A	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	cas	3	JAGWDR010000004.1	cas_type_other	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	cas	33	JAGWDR010000113.1	cas_type_other	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	cas	38	JAGWDR010000165.1	cas_type_other	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	cas	9	JAGWDR010000013.1	cas_adaptation	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018260835.1	viperin	36	JAGWDR010000147.1	viperin_solo	GCA_018260835	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985
GCA_018262855.1	PDC-S01	4	JADFDO010000005.1	PDC-S01	GCA_018262855	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoregulaceae	g__Methanolinea_A	s__Methanolinea_A sp018262855
GCA_018262855.1	SoFic	1	JADFDO010000001.1	SoFic	GCA_018262855	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoregulaceae	g__Methanolinea_A	s__Methanolinea_A sp018262855
GCA_018262855.1	SoFic	8	JADFDO010000028.1	SoFic	GCA_018262855	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoregulaceae	g__Methanolinea_A	s__Methanolinea_A sp018262855
GCA_018262895.1	RM	3	JADFDJ010000018.1	RM_type_II	GCA_018262895	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomassiliicoccaceae	g__UBA6	s__UBA6 sp018262895
GCA_018263005.1	RM	3	JADFDH010000011.1	RM_type_III	GCA_018263005	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium_A	s__Methanobacterium_A sp018263005
GCA_018263005.1	RM	4	JADFDH010000013.1	RM_type_I	GCA_018263005	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium_A	s__Methanobacterium_A sp018263005
GCA_018263135.1	RM	3	JADFDD010000028.1	RM_type_II	GCA_018263135	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium_A	s__Methanobacterium_A sp002067325
GCA_018263335.1	PDC-S01	3	JADFCY010000011.1	PDC-S01	GCA_018263335	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoregulaceae	g__Methanolinea_A	s__Methanolinea_A sp002067155
GCA_018263335.1	PDC-S01	4	JADFCY010000012.1	PDC-S01	GCA_018263335	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoregulaceae	g__Methanolinea_A	s__Methanolinea_A sp002067155
GCA_018263335.1	PDC-S09	2	JADFCY010000005.1	PDC-S09	GCA_018263335	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoregulaceae	g__Methanolinea_A	s__Methanolinea_A sp002067155
GCA_018263395.1	PDC-S18	2	JAANXF010000009.1	PDC-S18	GCA_018263395	d__Archaea	p__Halobacteriota	c__Methanonatronarchaeia	o__JAANXF01	f__JAANXF01	g__JAANXF01	s__JAANXF01 sp018263395
GCA_018263395.1	RM	8	JAANXF010000017.1	RM_type_II	GCA_018263395	d__Archaea	p__Halobacteriota	c__Methanonatronarchaeia	o__JAANXF01	f__JAANXF01	g__JAANXF01	s__JAANXF01 sp018263395
GCA_018263395.1	ShosTA	3	JAANXF010000009.1	ShosTA	GCA_018263395	d__Archaea	p__Halobacteriota	c__Methanonatronarchaeia	o__JAANXF01	f__JAANXF01	g__JAANXF01	s__JAANXF01 sp018263395
GCA_018263395.1	SoFic	4	JAANXF010000011.1	SoFic	GCA_018263395	d__Archaea	p__Halobacteriota	c__Methanonatronarchaeia	o__JAANXF01	f__JAANXF01	g__JAANXF01	s__JAANXF01 sp018263395
GCA_018263495.1	HEC-05	2	JAANXC010000058.1	HEC-05	GCA_018263495	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosopelagicus	s__Nitrosopelagicus sp018263495
GCA_018263495.1	PT	3	JAANXC010000087.1	PT_DndABCDE	GCA_018263495	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosopelagicus	s__Nitrosopelagicus sp018263495
GCA_018263495.1	ShosTA	1	JAANXC010000027.1	ShosTA	GCA_018263495	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosopelagicus	s__Nitrosopelagicus sp018263495
GCA_018263505.1	SoFic	10	JAANXA010000062.1	SoFic	GCA_018263505	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosopumilus	s__Nitrosopumilus sp018263505
GCA_018302065.1	AbiE	1	JAGWAB010000005.1	AbiE	GCA_018302065	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__UBA9642	g__UBA9642	s__UBA9642 sp12459u
GCA_018302065.1	AbiE	22	JAGWAB010000040.1	AbiE	GCA_018302065	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__UBA9642	g__UBA9642	s__UBA9642 sp12459u
GCA_018302065.1	AbiE	3	JAGWAB010000007.1	AbiE	GCA_018302065	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__UBA9642	g__UBA9642	s__UBA9642 sp12459u
GCA_018302065.1	PDC-M05	15	JAGWAB010000017.1	PDC-M05	GCA_018302065	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__UBA9642	g__UBA9642	s__UBA9642 sp12459u
GCA_018302065.1	PDC-S01	16	JAGWAB010000017.1	PDC-S01	GCA_018302065	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__UBA9642	g__UBA9642	s__UBA9642 sp12459u
GCA_018302065.1	PDC-S01	17	JAGWAB010000017.1	PDC-S01	GCA_018302065	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__UBA9642	g__UBA9642	s__UBA9642 sp12459u
GCA_018302065.1	PDC-S01	2	JAGWAB010000006.1	PDC-S01	GCA_018302065	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__UBA9642	g__UBA9642	s__UBA9642 sp12459u
GCA_018302065.1	PDC-S01	21	JAGWAB010000037.1	PDC-S01	GCA_018302065	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__UBA9642	g__UBA9642	s__UBA9642 sp12459u
GCA_018302065.1	PDC-S01	23	JAGWAB010000052.1	PDC-S01	GCA_018302065	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__UBA9642	g__UBA9642	s__UBA9642 sp12459u
GCA_018302065.1	PDC-S01	4	JAGWAB010000007.1	PDC-S01	GCA_018302065	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__UBA9642	g__UBA9642	s__UBA9642 sp12459u
GCA_018302065.1	PDC-S01	5	JAGWAB010000007.1	PDC-S01	GCA_018302065	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__UBA9642	g__UBA9642	s__UBA9642 sp12459u
GCA_018302065.1	PDC-S02	20	JAGWAB010000024.1	PDC-S02	GCA_018302065	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__UBA9642	g__UBA9642	s__UBA9642 sp12459u
GCA_018302065.1	PDC-S05	19	JAGWAB010000019.1	PDC-S05	GCA_018302065	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__UBA9642	g__UBA9642	s__UBA9642 sp12459u
GCA_018302065.1	PDC-S13	24	JAGWAB010000052.1	PDC-S13	GCA_018302065	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__UBA9642	g__UBA9642	s__UBA9642 sp12459u
GCA_018302065.1	PDC-S13	25	JAGWAB010000057.1	PDC-S13	GCA_018302065	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__UBA9642	g__UBA9642	s__UBA9642 sp12459u
